,firstname,lastname,gender,birthmonth,birthday,birthyear,course,phonenumber
1490,name1491,lastname1491,Female,November,19,1997,BS Management,0917 840 5589
1491,name1492,lastname1492,Male,March,4,1999,BS Communications Technology,0918 337 3436
1492,name1493,lastname1493,Female,September,17,2001,BS Management,0918 850 8278
1493,name1494,lastname1494,Male,June,2,1999,BS IT Entrepreneurship,0927 272 2481
1494,name1495,lastname1495,Female,May,1,1997,BS Communications Technology,0927 317 8513
1495,name1496,lastname1496,Female,April,1,1998,BS Management,0917 472 2973
1496,name1497,lastname1497,Female,November,4,1997,BS IT Entrepreneurship,0927 979 2316
1497,name1498,lastname1498,Male,April,27,1997,BS Communications Technology,0927 872 1565
1498,name1499,lastname1499,Male,September,13,2001,BS Legal Management,0927 899 3998
1499,name1500,lastname1500,Male,January,16,1999,BS Legal Management,0927 514 8153
1500,name1501,lastname1501,Female,December,7,1997,BS Legal Management,0927 560 8025
1501,name1502,lastname1502,Female,January,18,2000,BS Communications Technology,0917 943 7148
1502,name1503,lastname1503,Female,January,4,1998,BS Legal Management,0927 376 3449
1503,name1504,lastname1504,Female,August,26,1998,BS IT Entrepreneurship,0927 765 1116
1504,name1505,lastname1505,Female,April,2,1999,BS Communications Technology,0927 998 1959
1505,name1506,lastname1506,Male,November,28,1999,BS Management,0917 426 2724
1506,name1507,lastname1507,Female,September,25,1997,BS Management Engineering,0917 538 1553
1507,name1508,lastname1508,Female,May,4,2001,BS Communications Technology,0917 535 4647
1508,name1509,lastname1509,Female,May,7,1999,BS Communications Technology,0927 195 1266
1509,name1510,lastname1510,Female,September,8,1998,BS Communications Technology,0917 209 9303
1510,name1511,lastname1511,Male,April,5,1999,BS Communications Technology,0917 313 5237
1511,name1512,lastname1512,Male,June,4,1999,BS Management Engineering,0917 410 1813
1512,name1513,lastname1513,Male,November,20,1998,BS Management,0917 690 5462
1513,name1514,lastname1514,Female,June,9,1998,BS Management,0917 269 6027
1514,name1515,lastname1515,Female,September,21,1998,BS IT Entrepreneurship,0918 167 3141
1515,name1516,lastname1516,Female,September,7,1999,BS Management,0917 455 3546
1516,name1517,lastname1517,Male,December,23,1997,BS IT Entrepreneurship,0917 220 3638
1517,name1518,lastname1518,Female,October,24,1997,BS Communications Technology,0918 232 2424
1518,name1519,lastname1519,Female,March,15,1999,BS Communications Technology,0927 477 8478
1519,name1520,lastname1520,Male,December,10,2001,BS Communications Technology,0918 550 8210
1520,name1521,lastname1521,Female,July,9,1999,BS IT Entrepreneurship,0918 774 1846
1521,name1522,lastname1522,Male,June,16,1998,BS IT Entrepreneurship,0917 526 1163
1522,name1523,lastname1523,Male,February,23,1998,BS Legal Management,0918 613 4122
1523,name1524,lastname1524,Female,October,17,1999,BS IT Entrepreneurship,0927 235 1099
1524,name1525,lastname1525,Female,March,28,2000,BS IT Entrepreneurship,0918 678 5551
1525,name1526,lastname1526,Female,February,19,1998,BS Legal Management,0917 500 6762
1526,name1527,lastname1527,Male,November,20,1999,BS Management,0917 508 6548
1527,name1528,lastname1528,Male,April,26,2001,BS Management,0917 264 4707
1528,name1529,lastname1529,Male,July,15,1998,BS Communications Technology,0927 136 3607
1529,name1530,lastname1530,Female,January,7,1999,BS Legal Management,0918 450 7095
1530,name1531,lastname1531,Female,November,19,1997,BS Management,0927 585 7391
1531,name1532,lastname1532,Male,October,9,1998,BS Communications Technology,0927 430 8844
1532,name1533,lastname1533,Female,June,17,1999,BS Legal Management,0927 946 7151
1533,name1534,lastname1534,Male,May,6,2000,BS IT Entrepreneurship,0917 965 3855
1534,name1535,lastname1535,Male,September,5,1998,BS Communications Technology,0918 598 5927
1535,name1536,lastname1536,Male,June,12,2001,BS IT Entrepreneurship,0918 747 8793
1536,name1537,lastname1537,Female,February,6,2000,BS IT Entrepreneurship,0918 432 6128
1537,name1538,lastname1538,Male,May,18,1998,BS Legal Management,0927 969 9809
1538,name1539,lastname1539,Male,January,24,1998,BS Communications Technology,0917 756 4283
1539,name1540,lastname1540,Female,July,7,2000,BS Management Engineering,0917 242 1536
1540,name1541,lastname1541,Male,November,16,1999,BS Communications Technology,0927 496 8246
1541,name1542,lastname1542,Female,February,3,1999,BS Management,0918 579 6860
1542,name1543,lastname1543,Female,May,20,1997,BS Legal Management,0927 715 5047
1543,name1544,lastname1544,Female,March,18,1997,BS IT Entrepreneurship,0927 664 6033
1544,name1545,lastname1545,Male,February,7,1997,BS Legal Management,0927 426 3430
1545,name1546,lastname1546,Female,February,9,2000,BS Legal Management,0918 567 9539
1546,name1547,lastname1547,Male,March,4,1998,BS Management,0927 498 3341
1547,name1548,lastname1548,Male,October,10,1999,BS Communications Technology,0927 400 8565
1548,name1549,lastname1549,Male,June,23,1999,BS Management,0917 760 6884
1549,name1550,lastname1550,Female,October,15,2000,BS Legal Management,0918 410 4200
1550,name1551,lastname1551,Male,December,13,1998,BS Management Engineering,0927 449 1400
1551,name1552,lastname1552,Male,July,11,1997,BS Legal Management,0918 442 4432
1552,name1553,lastname1553,Male,March,19,1998,BS Communications Technology,0918 163 6088
1553,name1554,lastname1554,Female,January,10,1998,BS Management Engineering,0917 921 7601
1554,name1555,lastname1555,Male,December,27,1997,BS Communications Technology,0918 837 7380
1555,name1556,lastname1556,Female,November,24,1999,BS Management Engineering,0917 742 7013
1556,name1557,lastname1557,Female,April,2,1997,BS Management Engineering,0927 115 6056
1557,name1558,lastname1558,Male,January,19,1999,BS Legal Management,0927 405 3000
1558,name1559,lastname1559,Female,August,20,2001,BS Management,0917 917 7094
1559,name1560,lastname1560,Female,May,21,1998,BS IT Entrepreneurship,0927 450 2022
1560,name1561,lastname1561,Male,November,10,1999,BS Management Engineering,0927 297 9539
1561,name1562,lastname1562,Female,June,23,1998,BS Management,0927 386 9411
1562,name1563,lastname1563,Male,November,5,1998,BS Management,0918 944 2477
1563,name1564,lastname1564,Male,July,28,1999,BS Management Engineering,0927 945 7548
1564,name1565,lastname1565,Male,August,15,1997,BS Management Engineering,0918 591 3333
1565,name1566,lastname1566,Male,August,12,1997,BS Legal Management,0927 621 4551
1566,name1567,lastname1567,Male,June,2,2001,BS Communications Technology,0917 500 8114
1567,name1568,lastname1568,Male,September,3,1999,BS Legal Management,0927 815 1632
1568,name1569,lastname1569,Male,March,18,1999,BS Management Engineering,0918 632 3144
1569,name1570,lastname1570,Male,September,16,1997,BS Management,0917 890 7944
1570,name1571,lastname1571,Female,April,25,2001,BS Management,0918 260 6647
1571,name1572,lastname1572,Male,September,14,2001,BS Communications Technology,0918 868 4725
1572,name1573,lastname1573,Male,January,26,1997,BS Legal Management,0917 900 3067
1573,name1574,lastname1574,Male,December,9,1998,BS Legal Management,0917 564 3281
1574,name1575,lastname1575,Female,January,22,1998,BS Management,0918 815 7208
1575,name1576,lastname1576,Female,March,17,1998,BS IT Entrepreneurship,0927 632 3351
1576,name1577,lastname1577,Male,January,12,1997,BS IT Entrepreneurship,0917 760 8418
1577,name1578,lastname1578,Female,February,27,1999,BS Management Engineering,0917 580 9793
1578,name1579,lastname1579,Female,May,15,1999,BS Management Engineering,0918 172 4970
1579,name1580,lastname1580,Female,May,18,1998,BS IT Entrepreneurship,0918 272 5703
1580,name1581,lastname1581,Female,December,9,2001,BS Legal Management,0918 962 6954
1581,name1582,lastname1582,Female,November,4,2000,BS Management Engineering,0927 491 6684
1582,name1583,lastname1583,Male,November,19,1997,BS Management,0927 708 9046
1583,name1584,lastname1584,Female,July,21,1997,BS Management Engineering,0927 928 8064
1584,name1585,lastname1585,Male,March,5,1997,BS Management Engineering,0927 989 5381
1585,name1586,lastname1586,Male,September,25,1997,BS Management,0917 862 5481
1586,name1587,lastname1587,Male,March,28,1997,BS IT Entrepreneurship,0917 497 2907
1587,name1588,lastname1588,Male,April,11,2001,BS IT Entrepreneurship,0917 348 1333
1588,name1589,lastname1589,Male,May,5,1998,BS Legal Management,0918 774 9374
1589,name1590,lastname1590,Female,January,22,2001,BS Legal Management,0917 687 9040
1590,name1591,lastname1591,Male,February,28,2001,BS IT Entrepreneurship,0927 533 2835
1591,name1592,lastname1592,Female,August,8,2001,BS Communications Technology,0927 236 8391
1592,name1593,lastname1593,Male,December,22,1997,BS Management,0918 783 9530
1593,name1594,lastname1594,Female,September,4,1997,BS Management,0918 927 5880
1594,name1595,lastname1595,Female,June,25,2000,BS IT Entrepreneurship,0927 661 6951
1595,name1596,lastname1596,Female,March,27,2000,BS Legal Management,0918 359 1983
1596,name1597,lastname1597,Male,July,20,1999,BS Management,0917 292 4179
1597,name1598,lastname1598,Male,November,15,1999,BS Management,0918 285 8534
1598,name1599,lastname1599,Male,September,25,1998,BS Management Engineering,0918 164 8297
1599,name1600,lastname1600,Female,June,1,1998,BS Communications Technology,0927 288 8492
1600,name1601,lastname1601,Female,February,15,1997,BS Management,0918 867 9643
1601,name1602,lastname1602,Female,June,25,1997,BS Management Engineering,0918 905 1512
1602,name1603,lastname1603,Female,September,4,1999,BS IT Entrepreneurship,0927 575 9786
1603,name1604,lastname1604,Male,May,19,1998,BS Legal Management,0918 908 5902
1604,name1605,lastname1605,Male,April,5,1999,BS Communications Technology,0918 386 3965
1605,name1606,lastname1606,Female,May,20,1997,BS Management,0917 109 8620
1606,name1607,lastname1607,Male,January,1,1997,BS Communications Technology,0927 334 5450
1607,name1608,lastname1608,Male,April,21,1998,BS Management Engineering,0918 812 1222
1608,name1609,lastname1609,Female,July,18,1998,BS Legal Management,0918 857 7371
1609,name1610,lastname1610,Male,March,25,1999,BS Management,0927 834 5521
1610,name1611,lastname1611,Male,April,14,2000,BS Management,0918 485 8289
1611,name1612,lastname1612,Female,June,13,1999,BS Management Engineering,0917 922 4155
1612,name1613,lastname1613,Female,February,15,1997,BS Management Engineering,0927 893 7520
1613,name1614,lastname1614,Male,January,1,1997,BS Management,0917 326 3403
1614,name1615,lastname1615,Female,November,20,1997,BS Communications Technology,0917 645 6607
1615,name1616,lastname1616,Male,April,16,1998,BS Management Engineering,0917 434 7543
1616,name1617,lastname1617,Male,October,13,1999,BS Communications Technology,0918 507 9807
1617,name1618,lastname1618,Female,May,18,1999,BS Communications Technology,0917 169 2137
1618,name1619,lastname1619,Male,April,25,1998,BS Legal Management,0927 506 1238
1619,name1620,lastname1620,Male,July,17,1999,BS IT Entrepreneurship,0918 368 9133
1620,name1621,lastname1621,Male,July,19,1999,BS IT Entrepreneurship,0927 558 2114
1621,name1622,lastname1622,Female,May,9,1997,BS Management Engineering,0917 598 1160
1622,name1623,lastname1623,Male,October,28,1999,BS Communications Technology,0927 997 8860
1623,name1624,lastname1624,Male,June,23,1999,BS Management Engineering,0927 973 3481
1624,name1625,lastname1625,Female,April,7,1997,BS Management Engineering,0917 782 7480
1625,name1626,lastname1626,Male,July,7,1998,BS Management,0918 772 9716
1626,name1627,lastname1627,Male,December,26,2000,BS Management,0917 209 5036
1627,name1628,lastname1628,Male,October,1,1999,BS IT Entrepreneurship,0918 718 3375
1628,name1629,lastname1629,Male,August,13,1999,BS Legal Management,0918 777 6708
1629,name1630,lastname1630,Male,September,11,1997,BS Management Engineering,0917 782 7638
1630,name1631,lastname1631,Male,December,8,2001,BS Management Engineering,0917 700 9826
1631,name1632,lastname1632,Male,February,16,1999,BS Legal Management,0917 422 5632
1632,name1633,lastname1633,Male,July,27,1998,BS Management,0927 352 2048
1633,name1634,lastname1634,Female,June,25,2001,BS IT Entrepreneurship,0927 667 4402
1634,name1635,lastname1635,Female,September,3,2000,BS Management Engineering,0918 354 2271
1635,name1636,lastname1636,Male,December,7,1998,BS Communications Technology,0917 599 4743
1636,name1637,lastname1637,Male,December,22,1997,BS Management Engineering,0917 145 8973
1637,name1638,lastname1638,Female,April,25,1997,BS IT Entrepreneurship,0917 936 1237
1638,name1639,lastname1639,Female,March,8,1999,BS IT Entrepreneurship,0917 530 9570
1639,name1640,lastname1640,Male,August,3,1998,BS Management,0917 324 4108
1640,name1641,lastname1641,Male,June,14,1997,BS Management Engineering,0927 190 8210
1641,name1642,lastname1642,Female,December,12,1999,BS Management,0917 475 3924
1642,name1643,lastname1643,Male,March,10,1997,BS Management,0917 857 8466
1643,name1644,lastname1644,Male,September,21,2000,BS Management,0918 456 3730
1644,name1645,lastname1645,Male,March,21,1998,BS Management Engineering,0918 845 7547
1645,name1646,lastname1646,Female,August,4,2001,BS Management,0927 627 5354
1646,name1647,lastname1647,Male,February,5,2000,BS Management Engineering,0917 513 7001
1647,name1648,lastname1648,Male,July,8,1998,BS Legal Management,0917 609 8149
1648,name1649,lastname1649,Female,March,17,1997,BS Management Engineering,0927 324 3799
1649,name1650,lastname1650,Female,April,26,2001,BS Communications Technology,0918 276 6108
1650,name1651,lastname1651,Male,May,16,1997,BS Management Engineering,0917 540 8194
1651,name1652,lastname1652,Male,July,23,1999,BS IT Entrepreneurship,0927 805 2574
1652,name1653,lastname1653,Female,July,7,1998,BS Communications Technology,0927 939 7447
1653,name1654,lastname1654,Male,November,4,1998,BS Management,0918 279 3610
1654,name1655,lastname1655,Male,January,17,2000,BS Communications Technology,0927 182 3538
1655,name1656,lastname1656,Female,May,9,2001,BS Communications Technology,0917 225 2450
1656,name1657,lastname1657,Female,February,20,1997,BS IT Entrepreneurship,0927 585 5387
1657,name1658,lastname1658,Female,November,17,1999,BS IT Entrepreneurship,0927 132 4378
1658,name1659,lastname1659,Male,February,16,2001,BS Management,0917 426 6016
1659,name1660,lastname1660,Female,March,4,1997,BS Legal Management,0918 377 9121
1660,name1661,lastname1661,Female,December,19,1997,BS Legal Management,0927 351 2073
1661,name1662,lastname1662,Male,May,11,2000,BS IT Entrepreneurship,0917 331 9925
1662,name1663,lastname1663,Male,June,7,1999,BS IT Entrepreneurship,0927 282 8654
1663,name1664,lastname1664,Male,June,9,2001,BS Legal Management,0917 109 2041
1664,name1665,lastname1665,Female,March,27,1998,BS Management,0918 876 9262
1665,name1666,lastname1666,Female,October,4,2000,BS Legal Management,0917 493 5680
1666,name1667,lastname1667,Female,September,25,1999,BS Legal Management,0917 782 2046
1667,name1668,lastname1668,Male,August,2,1998,BS Communications Technology,0918 316 8589
1668,name1669,lastname1669,Female,June,16,1997,BS Legal Management,0927 927 6310
1669,name1670,lastname1670,Female,July,19,1997,BS Management Engineering,0927 401 8816
1670,name1671,lastname1671,Male,February,27,2001,BS IT Entrepreneurship,0917 234 2366
1671,name1672,lastname1672,Female,May,9,1999,BS Legal Management,0917 211 9349
1672,name1673,lastname1673,Female,January,8,2000,BS Communications Technology,0917 528 4529
1673,name1674,lastname1674,Male,November,19,1998,BS Management Engineering,0917 209 1835
1674,name1675,lastname1675,Female,May,28,1997,BS IT Entrepreneurship,0927 267 4069
1675,name1676,lastname1676,Female,December,25,2000,BS Legal Management,0918 406 5317
1676,name1677,lastname1677,Male,June,18,2000,BS Communications Technology,0917 350 7936
1677,name1678,lastname1678,Male,November,13,2000,BS Legal Management,0918 668 6906
1678,name1679,lastname1679,Male,May,12,2001,BS IT Entrepreneurship,0918 764 1314
1679,name1680,lastname1680,Male,December,22,1998,BS IT Entrepreneurship,0917 229 3120
1680,name1681,lastname1681,Male,March,25,1999,BS Management Engineering,0917 666 9320
1681,name1682,lastname1682,Male,October,21,1998,BS Management Engineering,0917 873 7447
1682,name1683,lastname1683,Male,November,10,1998,BS Management Engineering,0918 448 4070
1683,name1684,lastname1684,Male,December,21,1997,BS Management,0927 860 2285
1684,name1685,lastname1685,Male,December,16,1997,BS Legal Management,0918 282 8460
1685,name1686,lastname1686,Male,August,11,1997,BS Management Engineering,0927 380 8663
1686,name1687,lastname1687,Female,April,24,1998,BS Management Engineering,0927 725 9531
1687,name1688,lastname1688,Female,June,3,1999,BS Communications Technology,0917 961 3410
1688,name1689,lastname1689,Male,December,18,1999,BS Management Engineering,0927 408 9900
1689,name1690,lastname1690,Female,July,6,1997,BS Management Engineering,0917 697 3877
1690,name1691,lastname1691,Male,September,18,1997,BS IT Entrepreneurship,0917 950 4112
1691,name1692,lastname1692,Female,May,4,2000,BS IT Entrepreneurship,0917 331 2269
1692,name1693,lastname1693,Male,February,7,1998,BS Management Engineering,0927 843 6944
1693,name1694,lastname1694,Female,February,18,2001,BS Management,0918 989 9777
1694,name1695,lastname1695,Female,January,10,1997,BS Management,0918 959 8868
1695,name1696,lastname1696,Female,February,20,2001,BS IT Entrepreneurship,0918 432 9643
1696,name1697,lastname1697,Male,March,7,1999,BS IT Entrepreneurship,0918 351 6631
1697,name1698,lastname1698,Male,October,25,1999,BS IT Entrepreneurship,0917 709 6669
1698,name1699,lastname1699,Male,December,5,1997,BS Management,0917 708 6860
1699,name1700,lastname1700,Female,April,18,1998,BS Management,0917 493 5524
1700,name1701,lastname1701,Male,June,1,1997,BS Communications Technology,0917 398 4541
1701,name1702,lastname1702,Male,January,19,1998,BS Legal Management,0917 417 8666
1702,name1703,lastname1703,Male,June,22,1997,BS Legal Management,0918 295 1382
1703,name1704,lastname1704,Female,February,2,1998,BS Legal Management,0918 515 7421
1704,name1705,lastname1705,Female,January,1,1997,BS Communications Technology,0917 311 3470
1705,name1706,lastname1706,Female,August,16,1998,BS IT Entrepreneurship,0927 939 9260
1706,name1707,lastname1707,Male,September,23,2001,BS Management,0927 986 3129
1707,name1708,lastname1708,Female,November,3,1997,BS IT Entrepreneurship,0918 817 8602
1708,name1709,lastname1709,Male,December,18,1997,BS IT Entrepreneurship,0918 765 3651
1709,name1710,lastname1710,Female,October,25,2001,BS Legal Management,0927 603 1574
1710,name1711,lastname1711,Female,May,25,1998,BS IT Entrepreneurship,0918 970 1693
1711,name1712,lastname1712,Male,December,19,1998,BS Management Engineering,0927 933 8376
1712,name1713,lastname1713,Male,April,14,1997,BS Management,0927 751 3712
1713,name1714,lastname1714,Male,August,15,2001,BS Management,0918 236 8919
1714,name1715,lastname1715,Male,July,2,1997,BS Communications Technology,0917 559 8093
1715,name1716,lastname1716,Male,September,25,2000,BS Legal Management,0918 540 8555
1716,name1717,lastname1717,Male,November,5,1997,BS IT Entrepreneurship,0918 894 2375
1717,name1718,lastname1718,Female,May,17,1997,BS Management Engineering,0918 838 2342
1718,name1719,lastname1719,Female,July,2,2000,BS Management Engineering,0927 631 8040
1719,name1720,lastname1720,Male,January,6,1997,BS Legal Management,0917 738 1839
1720,name1721,lastname1721,Female,July,23,1998,BS Communications Technology,0927 544 3279
1721,name1722,lastname1722,Female,March,4,1998,BS IT Entrepreneurship,0917 693 8959
1722,name1723,lastname1723,Female,May,22,1998,BS IT Entrepreneurship,0917 281 3092
1723,name1724,lastname1724,Female,June,10,1997,BS Management,0917 252 6526
1724,name1725,lastname1725,Male,April,23,1998,BS Communications Technology,0927 268 5622
1725,name1726,lastname1726,Female,September,26,1997,BS Legal Management,0917 660 9137
1726,name1727,lastname1727,Male,January,26,1998,BS Management Engineering,0927 581 4936
1727,name1728,lastname1728,Female,August,19,1997,BS Management,0917 565 5934
1728,name1729,lastname1729,Female,November,12,1997,BS Legal Management,0918 776 4007
1729,name1730,lastname1730,Female,April,13,1999,BS Management Engineering,0918 461 2548
1730,name1731,lastname1731,Female,August,22,1998,BS Communications Technology,0927 368 7728
1731,name1732,lastname1732,Male,August,21,1998,BS Management,0927 376 2938
1732,name1733,lastname1733,Female,January,19,2000,BS Communications Technology,0927 740 2743
1733,name1734,lastname1734,Female,June,15,2000,BS Legal Management,0918 200 7458
1734,name1735,lastname1735,Female,March,26,1997,BS Legal Management,0927 632 8106
1735,name1736,lastname1736,Female,October,17,1997,BS Legal Management,0917 653 7150
1736,name1737,lastname1737,Male,August,1,2001,BS Management,0917 932 2383
1737,name1738,lastname1738,Male,February,4,2001,BS Legal Management,0927 173 7762
1738,name1739,lastname1739,Female,August,26,2000,BS Management,0918 647 9671
1739,name1740,lastname1740,Female,May,14,1999,BS Legal Management,0927 225 6935
1740,name1741,lastname1741,Female,September,8,2000,BS IT Entrepreneurship,0918 863 7980
1741,name1742,lastname1742,Female,September,7,1999,BS Management,0918 301 7635
1742,name1743,lastname1743,Female,May,17,2000,BS Legal Management,0927 965 1587
1743,name1744,lastname1744,Male,October,27,1997,BS IT Entrepreneurship,0927 478 1325
1744,name1745,lastname1745,Male,January,6,1998,BS Legal Management,0917 321 6378
1745,name1746,lastname1746,Female,October,16,1997,BS IT Entrepreneurship,0927 928 7417
1746,name1747,lastname1747,Female,July,12,1997,BS Management,0918 401 2702
1747,name1748,lastname1748,Male,September,11,1999,BS Communications Technology,0927 864 1701
1748,name1749,lastname1749,Female,May,17,2000,BS Legal Management,0918 375 9630
1749,name1750,lastname1750,Male,February,1,1997,BS Management,0918 185 8937
1750,name1751,lastname1751,Male,May,6,1999,BS Management,0927 144 4452
1751,name1752,lastname1752,Female,September,17,1997,BS IT Entrepreneurship,0927 798 4040
1752,name1753,lastname1753,Male,April,18,1998,BS IT Entrepreneurship,0918 386 4372
1753,name1754,lastname1754,Female,April,20,1997,BS Legal Management,0918 400 4239
1754,name1755,lastname1755,Female,June,2,1997,BS Management Engineering,0917 482 1573
1755,name1756,lastname1756,Female,May,2,1998,BS IT Entrepreneurship,0927 942 1394
1756,name1757,lastname1757,Male,May,11,1999,BS Legal Management,0927 545 6854
1757,name1758,lastname1758,Male,October,21,1997,BS Communications Technology,0918 862 8091
1758,name1759,lastname1759,Female,May,14,1998,BS IT Entrepreneurship,0927 634 2284
1759,name1760,lastname1760,Male,August,17,1998,BS Communications Technology,0927 350 8183
1760,name1761,lastname1761,Female,March,28,1998,BS Management,0917 272 5999
1761,name1762,lastname1762,Male,May,13,1998,BS Communications Technology,0927 468 8484
1762,name1763,lastname1763,Male,May,2,1998,BS Communications Technology,0917 459 3522
1763,name1764,lastname1764,Female,June,3,1999,BS Management Engineering,0927 309 1720
1764,name1765,lastname1765,Female,February,18,1998,BS Management Engineering,0927 972 9371
1765,name1766,lastname1766,Male,September,28,2001,BS Communications Technology,0918 399 7923
1766,name1767,lastname1767,Male,November,13,1998,BS Management,0927 112 2072
1767,name1768,lastname1768,Male,November,21,1998,BS IT Entrepreneurship,0927 244 5177
1768,name1769,lastname1769,Female,December,8,1999,BS Management,0927 750 6690
1769,name1770,lastname1770,Female,January,5,1999,BS Communications Technology,0918 321 4539
1770,name1771,lastname1771,Male,November,4,1997,BS IT Entrepreneurship,0927 622 7513
1771,name1772,lastname1772,Male,December,27,1999,BS Legal Management,0927 439 5173
1772,name1773,lastname1773,Male,February,16,1999,BS Management Engineering,0927 886 5322
1773,name1774,lastname1774,Male,March,13,1999,BS Communications Technology,0917 458 2332
1774,name1775,lastname1775,Male,December,8,1998,BS Communications Technology,0927 126 7838
1775,name1776,lastname1776,Female,April,19,1999,BS IT Entrepreneurship,0917 704 1136
1776,name1777,lastname1777,Male,April,15,2001,BS Legal Management,0917 223 5890
1777,name1778,lastname1778,Female,May,25,1998,BS Management,0927 948 7837
1778,name1779,lastname1779,Female,February,12,1998,BS IT Entrepreneurship,0927 897 3040
1779,name1780,lastname1780,Male,May,16,2001,BS Legal Management,0918 581 2425
1780,name1781,lastname1781,Male,July,22,2001,BS Management,0918 753 4933
1781,name1782,lastname1782,Male,August,18,2001,BS Legal Management,0927 241 5308
1782,name1783,lastname1783,Male,October,21,1997,BS IT Entrepreneurship,0917 650 8776
1783,name1784,lastname1784,Female,April,26,1998,BS Communications Technology,0918 843 2763
1784,name1785,lastname1785,Male,September,10,1997,BS IT Entrepreneurship,0918 657 1572
1785,name1786,lastname1786,Male,August,14,1997,BS Communications Technology,0917 134 4322
1786,name1787,lastname1787,Male,August,1,1998,BS Legal Management,0927 185 9470
1787,name1788,lastname1788,Female,September,16,1998,BS Legal Management,0927 530 2041
1788,name1789,lastname1789,Male,August,12,2000,BS Legal Management,0917 274 4019
1789,name1790,lastname1790,Male,January,16,1998,BS Management Engineering,0927 888 5310
1790,name1791,lastname1791,Female,May,21,1997,BS IT Entrepreneurship,0918 510 4996
1791,name1792,lastname1792,Female,July,21,1999,BS Management,0917 945 8298
1792,name1793,lastname1793,Female,November,1,1998,BS Legal Management,0927 830 1201
1793,name1794,lastname1794,Male,July,10,1999,BS Management,0918 956 2885
1794,name1795,lastname1795,Female,August,9,1999,BS Management,0927 534 6657
1795,name1796,lastname1796,Male,May,16,1998,BS IT Entrepreneurship,0917 561 9612
1796,name1797,lastname1797,Male,February,14,1998,BS Management,0917 911 6438
1797,name1798,lastname1798,Male,May,21,2000,BS Communications Technology,0917 488 8960
1798,name1799,lastname1799,Female,July,18,1997,BS IT Entrepreneurship,0917 914 4274
1799,name1800,lastname1800,Female,June,8,1997,BS Management Engineering,0918 386 6944
1800,name1801,lastname1801,Female,July,22,1998,BS Management,0918 320 1548
1801,name1802,lastname1802,Female,June,23,1997,BS Legal Management,0917 347 1553
1802,name1803,lastname1803,Male,April,9,1998,BS Management Engineering,0927 424 6059
1803,name1804,lastname1804,Male,November,6,2000,BS Management Engineering,0918 617 9852
1804,name1805,lastname1805,Male,February,7,1997,BS Communications Technology,0917 487 9127
1805,name1806,lastname1806,Male,April,26,1998,BS Communications Technology,0917 810 4831
1806,name1807,lastname1807,Male,February,6,1997,BS Communications Technology,0927 630 7509
1807,name1808,lastname1808,Male,March,15,2001,BS Communications Technology,0917 167 1593
1808,name1809,lastname1809,Female,December,11,1998,BS Legal Management,0917 421 6667
1809,name1810,lastname1810,Female,July,20,1997,BS Management,0917 985 3009
1810,name1811,lastname1811,Male,May,3,1999,BS Communications Technology,0917 466 4919
1811,name1812,lastname1812,Female,September,1,1997,BS Communications Technology,0918 248 8524
1812,name1813,lastname1813,Male,March,28,1999,BS Management Engineering,0917 764 8724
1813,name1814,lastname1814,Male,November,24,1998,BS IT Entrepreneurship,0917 390 8744
1814,name1815,lastname1815,Female,August,21,1998,BS Legal Management,0927 336 7971
1815,name1816,lastname1816,Male,November,19,1997,BS Management Engineering,0917 608 5191
1816,name1817,lastname1817,Male,May,27,2000,BS Legal Management,0917 857 7520
1817,name1818,lastname1818,Male,August,12,1999,BS Legal Management,0927 335 6538
1818,name1819,lastname1819,Female,July,8,1997,BS IT Entrepreneurship,0927 503 7973
1819,name1820,lastname1820,Female,June,8,1998,BS Legal Management,0918 138 7589
1820,name1821,lastname1821,Female,May,5,2000,BS Management Engineering,0918 688 3340
1821,name1822,lastname1822,Male,January,7,2001,BS Legal Management,0918 603 1124
1822,name1823,lastname1823,Male,June,9,2000,BS Management,0927 800 2625
1823,name1824,lastname1824,Male,April,21,1997,BS Communications Technology,0918 749 9483
1824,name1825,lastname1825,Female,December,16,2000,BS Management Engineering,0918 125 9294
1825,name1826,lastname1826,Male,March,12,2001,BS Management Engineering,0918 614 3280
1826,name1827,lastname1827,Male,December,16,1997,BS Management Engineering,0918 511 9530
1827,name1828,lastname1828,Female,April,3,1997,BS Management,0917 916 9573
1828,name1829,lastname1829,Male,June,15,1999,BS Legal Management,0917 277 2479
1829,name1830,lastname1830,Male,November,15,1999,BS Management Engineering,0918 197 5144
1830,name1831,lastname1831,Female,March,8,1999,BS Legal Management,0927 527 3732
1831,name1832,lastname1832,Male,June,8,2001,BS IT Entrepreneurship,0917 156 3760
1832,name1833,lastname1833,Female,April,18,1999,BS Management Engineering,0917 511 2707
1833,name1834,lastname1834,Male,September,9,1999,BS Management Engineering,0917 816 7465
1834,name1835,lastname1835,Male,September,3,2000,BS Legal Management,0917 470 1638
1835,name1836,lastname1836,Male,June,24,1999,BS Management,0917 756 5799
1836,name1837,lastname1837,Male,January,10,1998,BS IT Entrepreneurship,0917 454 3754
1837,name1838,lastname1838,Male,December,2,2000,BS Communications Technology,0917 291 7417
1838,name1839,lastname1839,Male,August,8,2000,BS Management Engineering,0917 649 8594
1839,name1840,lastname1840,Female,June,24,1999,BS Legal Management,0918 663 4717
1840,name1841,lastname1841,Male,June,14,1999,BS Communications Technology,0918 719 9417
